id,name,type,district,district_detail,longitude,latitude,phone_number,url,parking,toilet,nursing_room,locker,infant_stand,wheelchair_infra,braille_road ,img_url
1186,하이디자인호텔,숙박/휴양,사상구,괘법동,128.9836696,35.16138648,,http://bs903305.allofthat.kr/,Y,Y,N,N,N,N,N,http://images.zeroweb.kr/notice/notice_sleep.jpg
163,그루브펜션,숙박/휴양,기장군,기장읍,129.208151,35.18611091,,http://gr00ve.cafe24.com/,Y,Y,N,N,N,N,N,http://img.cafe24.com/images/common/cafe24.svg
1903,송정오셔너스,숙박/휴양,해운대구,송정동,129.196863,35.17702399,,http://oceanus.kr/,Y,Y,N,N,N,Y,N,http://img.einet.kr/P202104031/logo/logo.png
2077,제이썬 하우스,숙박/휴양,해운대구,우동,129.1569949,35.16385018,051-741-1178,http://jsunhouse.com/,Y,Y,N,N,N,N,N,http://jsunhouse.com/wp-content/uploads/2016/05/031.png
369,호텔라메르,숙박/휴양,동구,범일동,129.0623238,35.14050523,051-634-3001,http://www.lamerhotel.co.kr/,Y,Y,N,Y,N,N,N,http://lamerhotel.co.kr/wp-content/uploads/2019/10/larmer.png
372,라메르관광호텔,숙박/휴양,동구,범일동,129.0622834,35.14048123,051-634-3001,http://lamerhotel.co.kr/,Y,Y,N,N,N,N,N,http://lamerhotel.co.kr/wp-content/uploads/2019/10/larmer.png
1277,레이어스호텔,숙박/휴양,사하구,하단동,128.9643563,35.10661587,051-999-1700,http://layers-hotel.com/,Y,Y,N,N,N,N,N,http://layers-hotel.com/img/logo_w.svg
887,렛츠고모텔,숙박/휴양,부산진구,부전동,129.0555028,35.15521349,051-807-9443,http://motelletsgo.itrocks.kr/,Y,Y,N,N,N,N,N,http://motelletsgo.itrocks.kr/images/main/top_btn_01.png
2244,MS호텔,숙박/휴양,해운대구,중동,129.1611269,35.15982522,051-741-3838,http://mshotel.alltheway.kr/,Y,Y,N,N,N,N,N,http://mshotel.alltheway.kr/images/main/down.jpg
1746,K게스트하우스,숙박/휴양,중구,남포동2가,129.0330494,35.09801969,070-8848-3650,http://nampo1.k-guesthouse.co.kr/,N,Y,N,Y,N,N,N,http://nampo1.k-guesthouse.co.kr/editor/attached/image/20190627/20190627160430_38128.jpg
2224,골든베이풀빌라펜션,숙박/휴양,해운대구,중동,129.1630923,35.16121862,,http://www.gbhaeundae.com/,N,Y,N,N,N,N,N,http://namulogah.http.or.kr/HTTP_MSN/Messenger/Noscript.php?key=gbhaeundae
1823,놀게스트하우스,숙박/휴양,중구,부평동1가,129.0275543,35.09955762,,http://nolguesthouse.com/,N,Y,N,Y,N,N,N,http://nolguesthouse.com/static/images/default/hk_logo.svg
280,호수글램핑,문화관광/명소,기장군,정관읍,129.1851427,35.34646376,051-727-3250,http://noricamp.com/site/%ED%98%B8%EC%88%98%EA%B8%80%EB%9E%A8%ED%95%91,N,N,N,N,N,N,N,http://noricamp.com/assets/img/logo.png
2258,팔레드시즈,숙박/휴양,해운대구,중동,129.1665767,35.16021279,051-746-1010,http://www.paledecz.co.kr/,Y,Y,N,N,N,N,N,http://paledecz.co.kr/wp-content/uploads/2024/01/로고1.png
2202,폴에이리조트해운대,숙박/휴양,해운대구,중동,129.166662,35.16229564,051-731-1112,http://pol-aresort.kr,Y,Y,N,N,N,N,N,http://pol-aresort.kr/fil/property/7000059/70afee1dd19d6b1e9e142b12252bb5a3.jpg
2072,센텀프리미어호텔,숙박/휴양,해운대구,우동,129.1314749,35.16686698,051-755-9000,http://premierhotel.co.kr/,Y,Y,N,N,N,Y,N,http://premierhotel.co.kr/public/cph/img/popup/btn_pop_close.png
168,송정드림펜션,숙박/휴양,기장군,기장읍,129.2092725,35.18494196,,http://psdream.co.kr/,Y,Y,N,N,N,N,N,http://psdream.co.kr/RAD/PEG/logo_14374022498732.png
242,라고마르펜션,숙박/휴양,기장군,일광면,129.2434036,35.25891439,,http://ragomare.co.kr/,Y,Y,N,N,N,N,N,http://ragomare.co.kr/pop10.jpg
230,리버사이드펜션,숙박/휴양,기장군,일광면,129.2596678,35.29293062,,http://riverside7.com/,Y,Y,N,N,N,N,N,http://riverside7.com/img/main_icon.png
1089,비즈니스호텔 르네상스,숙박/휴양,사상구,괘법동,128.9830104,35.16176556,051-312-8580,http://www.rshotel.co.kr/,Y,Y,N,N,N,N,N,http://roasad.ivyro.net/wp-content/uploads/2019/07/image-logo2.png
237,1872팡시온펜션,숙박/휴양,기장군,일광면,129.2435827,35.25775916,,http://www.1872pangsion.com/,Y,Y,N,N,N,N,N,http://rudrms1555.speedgabia.com/popup/pop_close.png
238,부산해운대1872팡시온,숙박/휴양,기장군,일광면,129.2435454,35.25773869,,http://www.1872pangsion.com/,Y,Y,N,N,N,N,N,http://rudrms1555.speedgabia.com/popup/pop_close.png
143,별이그린바다펜션,숙박/휴양,기장군,기장읍,129.2110845,35.18223994,051-966-1234,http://seastarpension.kr/,Y,Y,N,N,N,N,N,http://seastarpension.kr/img/seastar_logo.png
871,K게스트하우스,숙박/휴양,부산진구,부전동,129.0585855,35.15270274,070-7749-3650,http://seomyeon1.k-guesthouse.co.kr/,N,Y,N,Y,N,N,N,http://seomyeon1.k-guesthouse.co.kr/maintenance-icon.gif
1948,신세계민박,숙박/휴양,해운대구,송정동,129.2038757,35.18162538,,http://sinsegaeminbak.itrocks.kr/,N,Y,N,N,N,N,N,http://sinsegaeminbak.itrocks.kr/images/main/main_01.png
2188,선셋비즈니스호텔,숙박/휴양,해운대구,중동,129.1614115,35.16012894,051-730-9902,http://www.sunsethotel.co.kr/,Y,Y,N,N,N,N,N,http://sunsethotel.co.kr/wp-content/themes/sthotel/images/stlogo.png
157,더펜션502,숙박/휴양,기장군,기장읍,129.2113813,35.18814181,051-722-2566,http://thepension502.co.kr/,Y,Y,N,N,N,N,N,http://thepension502.co.kr/assets/images/common/logo.png
2116,더펫텔프리미엄스위트,숙박/휴양,해운대구,우동,129.1530968,35.15924032,051-999-2000,http://www.thepetel.com,Y,Y,N,N,N,Y,N,http://thepetel.com/wp-content/uploads/2019/09/logo_petel_s02.png
2061,호텔브릭스,숙박/휴양,해운대구,우동,129.1576345,35.16201327,051-746-8805,http://tinyurl.com/hotelbricks,Y,Y,N,N,N,Y,N,http://tinyurl.com/public/assets/img_profile_default.png
786,TRTHOTEL,숙박/휴양,부산진구,부전동,129.0558452,35.15323683,051-819-8231,http://trthotel.com/,Y,Y,N,N,N,N,N,http://trinityhotel.cafe24.com/img/logo.jpg
211,테라스,숙박/휴양,기장군,일광면,129.2331247,35.26081708,,http://villa-terrace.com/,Y,Y,N,N,N,N,N,http://villa-terrace.com/wp-content/uploads/2017/08/TERRACE로고-2.png
1732,WA호텔,숙박/휴양,중구,광복동1가,129.034993,35.09904314,051-245-0055,http://wahotel.itrocks.kr/,Y,Y,N,Y,N,Y,N,http://wahotel.itrocks.kr/images/main/top_btn_01.png
1547,호텔AG405,숙박/휴양,수영구,민락동,129.1346184,35.15646734,051-757-2500,http://www.ag405hotel.com/,Y,Y,N,N,N,Y,N,http://www.ag405hotel.com/images/ico/logo_ag.png
465,아몬드호텔,숙박/휴양,동구,초량동,129.0406566,35.11377512,051-469-1918,http://www.almondhotel.co.kr/,Y,Y,N,N,N,N,N,http://www.almondhotel.co.kr/RAD/PEG/logo_14812603966538.png
1440,아쿠아펠리스호텔,숙박/휴양,수영구,광안동,129.1188353,35.15406972,051-790-2300,http://www.aquapalace.co.kr/,Y,Y,N,N,N,N,N,http://www.aquapalace.co.kr/img/main/logo.png
1603,아르반 시티 호텔,숙박/휴양,연제구,연산동,129.0833083,35.18697407,051-851-9949,http://www.arbancityhotel.com/,Y,Y,N,N,N,Y,Y,http://www.arbancityhotel.com/static/image/room/sbd/1.jpg
1876,호텔아벤트리부산,숙박/휴양,중구,창선동1가,129.0295783,35.09980908,051-260-5001,http://www.aventreehotelbusan.com/,Y,Y,N,N,N,Y,Y,http://www.aventreehotelbusan.com/images/common/logo.gif
2121,베스트루이스해밀턴,숙박/휴양,해운대구,우동,129.1545884,35.15964244,051-741-7711,http://www.bestlouishamiltonhaeundae.co.kr/,Y,Y,N,N,N,N,N,http://www.bestlouishamiltonhaeundae.co.kr/BestLouisHamiltonHaeundae_common/images/homepage/KOR/main/main_slide01_m.jpg
2125,베스트루이스해밀턴호텔,숙박/휴양,해운대구,우동,129.1545889,35.15963531,051-741-7711,http://www.bestlouishamiltonhaeundae.co.kr/,Y,Y,N,N,N,N,N,http://www.bestlouishamiltonhaeundae.co.kr/BestLouisHamiltonHaeundae_common/images/homepage/KOR/main/main_slide01_m.jpg
1521,벡스코호스텔,숙박/휴양,수영구,민락동,129.1255592,35.15403097,,http://www.bexcohostel.com/,Y,Y,N,N,N,N,N,http://www.bexcohostel.com/img/logo.gif
1748,브로시스호텔,숙박/휴양,중구,남포동4가,129.0308887,35.09859519,051-256-5818,http://www.brosishotel.co.kr/,Y,Y,N,Y,N,Y,Y,http://www.brosishotel.co.kr/BrosisHotel_common/images/homepage/KOR/main/m_index_visual03.jpg
1485,금련산청소년수련원,숙박/휴양,수영구,광안동,129.1022813,35.15516094,051-625-0709,http://www.busan.go.kr/youth/index,Y,Y,N,N,N,Y,N,http://www.busan.go.kr/comm/getImage?srvcId=POPUP&upperNo=185&fileTy=ATTACH&fileNo=1
793,부산 비즈니스 호텔,숙박/휴양,부산진구,부전동,129.0545363,35.15610984,051-808-2000,http://www.busanbusinesshotel.com/,Y,Y,N,Y,N,Y,Y,http://www.busanbusinesshotel.com/data/editor/2401/9bffab04e7a8a051edefce969b742d1e_1705301619_3804.jpg
1907,라온호텔,숙박/휴양,해운대구,송정동,129.197353,35.17765562,051-714-0003,http://www.busan-laon.com,Y,Y,N,N,N,Y,N,http://www.busan-laon.com/img/logo.png
2225,해운대펜트하우스,숙박/휴양,해운대구,중동,129.1618488,35.16354881,051-747-5171,http://www.busanpent.com/,N,Y,N,N,N,N,N,http://www.busanpent.com/images/pent_logo.gif
540,부산숙박닷컴,숙박/휴양,동구,초량동,129.0385214,35.11715373,070-4651-4112,http://www.busanyado.com/,N,Y,N,Y,N,N,N,http://www.busanyado.com/images/common/logo.png
547,부산숙박닷컴,숙박/휴양,동구,초량동,129.0385157,35.11714316,070-4651-4112,http://www.busanyado.com/,N,Y,N,N,N,N,N,http://www.busanyado.com/images/common/logo.png
2187,베스트웨스턴 해운대호텔,숙박/휴양,해운대구,중동,129.1611559,35.16043412,051-664-1234,http://www.bwhaeundae.com/,Y,Y,N,N,N,Y,N,http://www.bwhaeundae.com/BWHaeundae_common/images/homepage/KOR/index/visual_01.jpg
1974,해운대카라반펜션,숙박/휴양,해운대구,송정동,129.1967265,35.17669249,051-702-2222,http://www.caravanps.com/,Y,Y,N,N,N,Y,N,http://www.caravanps.com/img/top_bt01.jpg
2261,해운대센트럴호텔,숙박/휴양,해운대구,중동,129.1672641,35.16095778,051-760-9000,http://www.centralhotel.kr/,Y,Y,N,N,N,N,N,http://www.centralhotel.kr/MarianneHaeundae_common/images/homepage/KOR/main/main_slide01_m.jpg
1857,코모도호텔,숙박/휴양,중구,영주동,129.035458,35.10917144,051-466-9101,http://www.commodore.co.kr/,Y,Y,N,Y,N,Y,N,http://www.commodore.co.kr/img/intro/intro_logo1.png
1872,커넥트부산호텔,숙박/휴양,중구,중앙동6가,129.0373871,35.10044601,051-464-3000,http://www.connectbusan.com/,Y,Y,N,Y,N,N,N,http://www.connectbusan.com/wp-content/themes/connectbusan/resource/img/main_pop_kr.png
1866,크라운하버호텔,숙박/휴양,중구,중앙동4가,129.0367993,35.10756227,051-678-1000,http://www.crownharborhotel.com/html/main.asp,Y,Y,N,Y,N,N,N,http://www.crownharborhotel.com/images/inc/logo.jpg
262,동부산온천호텔,숙박/휴양,기장군,장안읍,129.2531717,35.34333574,051-727-9991,http://www.dongbusanspahotel.com/,Y,Y,N,Y,N,N,N,http://www.dongbusanspahotel.com/DongBusanHotel_common/images/homepage/KOR/main/std_double_img01.jpg
398,동구진로교육지원센터,숙박/휴양,동구,수정동,129.0480407,35.12757021,051-468-6480,http://www.donggujinro.or.kr/,N,Y,N,N,N,N,N,http://www.donggujinro.or.kr/img/ch_kakao.gif
580,동래구평생학습관,숙박/휴양,동래구,명장동,129.0956968,35.21152834,051-550-4465,http://www.dongnae.go.kr/lll,Y,Y,N,N,N,Y,Y,http://www.dongnae.go.kr/images/llc/dongnae_logo_lcc.png
1227,방가방가게스트하우스,숙박/휴양,사하구,감천동,129.0094799,35.09721415,051-207-1212,http://www.gamcheon.or.kr/?CE=accomm_04,N,Y,N,N,N,N,N,http://www.gamcheon.or.kr/PROJECT/GAMCHEON/page/user/img/logo-white.png
1985,부산 그레이샌즈풀빌라펜션,숙박/휴양,해운대구,송정동,129.2027427,35.18092059,051-701-0606,http://www.graysands.co.kr/,Y,Y,N,N,Y,Y,N,http://www.graysands.co.kr/files/attach/images/129/69b790f7085365d4829253e5536852b5.png
2108,그린나래호텔,숙박/휴양,해운대구,우동,129.1568472,35.15902463,051-744-8160,http://www.guerinnarae.com/,Y,Y,N,N,Y,Y,N,http://www.guerinnarae.com/images/logo.png
1950,히딩크펜션,숙박/휴양,해운대구,송정동,129.2038373,35.18111129,051-703-5259,http://www.hidink.co.kr/,N,Y,N,N,N,N,N,http://www.hidink.co.kr/img/2015/images/common/adm_bt.gif
1856,힐사이드관광호텔,숙박/휴양,중구,영주동,129.0359654,35.10923822,051-464-0567,http://www.hillsidehotel.co.kr/,Y,Y,N,Y,N,Y,N,http://www.hillsidehotel.co.kr/HillsideHotel_common/images/homepage/KOR/main/m_index_visual01.jpg
1439,호메르스호텔,숙박/휴양,수영구,광안동,129.1179674,35.15342504,051-750-8000,http://www.homershotel.com/,Y,Y,N,N,N,N,N,http://www.homershotel.com/Homers_common/images/homepage/KOR/main/main_slide02_m.jpg
1448,호메르스 호텔,숙박/휴양,수영구,광안동,129.11798,35.15342577,051-750-8000,http://www.homershotel.com/,Y,Y,N,N,N,Y,Y,http://www.homershotel.com/Homers_common/images/homepage/KOR/main/main_slide02_m.jpg
506,호텔포레,숙박/휴양,동구,초량동,129.0445878,35.12258841,051-463-6171,http://www.hotelforet.com/view/index.do?bsnsCode=21,Y,Y,N,N,N,N,N,http://www.hotelforet.com/HotelForetSpa_common/images/homepage/KOR/main/main_slide05_m.jpg
507,호텔포레 부산역점,숙박/휴양,동구,초량동,129.0446127,35.12257601,051-463-6171,http://www.hotelforet.com/view/index.do?bsnsCode=21,Y,Y,N,N,N,N,N,http://www.hotelforet.com/HotelForetSpa_common/images/homepage/KOR/main/main_slide05_m.jpg
2141,호텔포레프리미어,숙박/휴양,해운대구,우동,129.1602251,35.16069726,051-743-2853,http://www.hotelforetpremier.com/view/index.do?bsnsCode=11&SS_SVC_LANG_CODE=KOR,Y,Y,N,N,Y,Y,N,http://www.hotelforetpremier.com/HotelForetNampo_common/images/homepage/KOR/main/main_slide11_m.png
2144,호텔포레 프리미어 해운대점,숙박/휴양,해운대구,우동,129.1602565,35.16069322,051-743-2853,http://www.hotelforetpremier.com/view/index.do?bsnsCode=11&SS_SVC_LANG_CODE=KOR,Y,Y,N,N,N,Y,Y,http://www.hotelforetpremier.com/HotelForetNampo_common/images/homepage/KOR/main/main_slide11_m.png
2248,베니키아호텔해운대,숙박/휴양,해운대구,중동,129.1648421,35.16227613,051-760-7000,http://www.hotelhaeundae.com/,Y,Y,N,N,N,Y,N,http://www.hotelhaeundae.com/img_up/shop_pds/haeundahotel/design/img/logo.png
1924,호텔홍단,숙박/휴양,해운대구,송정동,129.205342,35.18177008,051-701-2226,http://www.hotel-hongdan.com,Y,Y,N,N,N,N,N,http://www.hotel-hongdan.com/img/layout/header_logo.png
1801,더하운드호텔,숙박/휴양,중구,동광동3가,129.0339878,35.10201804,051-231-3123,http://www.houndhotel.co.kr,Y,Y,N,N,N,Y,N,http://www.houndhotel.co.kr/images/common/logo.png
148,휴인펜션,숙박/휴양,기장군,기장읍,129.2102251,35.18455021,,http://www.hueinn.com/,Y,Y,N,N,N,N,N,http://www.hueinn.com/web/images/logo.png
1915,이너피스 펜션,숙박/휴양,해운대구,송정동,129.1957237,35.17417823,051-723-0765,http://www.innerpeace-pension.com/,Y,Y,N,N,N,Y,N,http://www.innerpeace-pension.com/img/logo.png
1449,제이스테이펜트하우스,숙박/휴양,수영구,광안동,129.1158614,35.15059724,,http://www.jstay.co.kr,N,Y,N,N,N,N,N,http://www.jstay.co.kr/static/images/default/hk_logo.svg
1450,제이스테이 게스트하우스,숙박/휴양,수영구,광안동,129.1140233,35.14875327,,http://www.jstay.co.kr/,Y,Y,N,N,N,N,N,http://www.jstay.co.kr/static/images/default/hk_logo.svg
1018,금곡청소년수련원,숙박/휴양,북구,금곡동,129.0166789,35.25948514,051-361-6685,http://www.kum-gok.or.kr/,N,Y,N,N,N,N,N,http://www.kum-gok.or.kr/img23/logo23.png
155,부산라메르펜션,숙박/휴양,기장군,기장읍,129.2103747,35.18491747,,http://www.lamerbusan.com/,Y,Y,N,N,N,N,N,http://www.lamerbusan.com/sh_img/hd/top_menu/img/logo.png
2190,리베로호텔,숙박/휴양,해운대구,중동,129.1612075,35.16224606,051-740-2111,http://www.liberohotel.co.kr/,Y,Y,N,N,N,N,N,http://www.liberohotel.co.kr/images/common/h_logo.png
1999,라임펜션,숙박/휴양,해운대구,송정동,129.2027964,35.18104939,051-704-5330,http://www.limepension.kr/,Y,Y,N,N,N,N,N,http://www.limepension.kr/img/line.png
441,미라벨모텔,숙박/휴양,동구,초량동,129.0384222,35.11366132,051-467-5252,http://www.mirabellmotel.co.kr/,Y,Y,N,N,N,N,N,http://www.mirabellmotel.co.kr/images/top/menu_line.gif
268,오투펜션,숙박/휴양,기장군,장안읍,129.2679362,35.32187198,051-722-5024,http://www.o2pension.com/,Y,Y,N,N,N,N,N,http://www.o2pension.com/img/topmenu/logo.png
1897,올라호텔,숙박/휴양,해운대구,송정동,129.1968053,35.17686458,051-704-0001,http://www.ollahotel.com/,Y,Y,N,N,N,Y,N,http://www.ollahotel.com/img/logo01.jpg
910,양정청소년수련관,숙박/휴양,부산진구,양정동,129.0717334,35.17729624,051-868-0750,http://www.power1318.org/,Y,Y,N,Y,N,Y,N,http://www.power1318.org/img/common/logo.png?=1
458,라마다앙코르부산역호텔,숙박/휴양,동구,초량동,129.0403367,35.11430257,051-922-0000,http://www.ramadaencorebusanstation.com/,Y,Y,N,N,N,N,N,http://www.ramadaencorebusanstation.com/upload/popup/20220523025015/20220524180831_04377927.png
2083,신라스테이,숙박/휴양,해운대구,우동,129.1587613,35.15983862,051-912-9000,http://www.shillastay.com/stayhub/index.do,Y,Y,N,N,Y,Y,N,http://www.shillastay.com/images/en/common/new_2019/main_tab2_tit1.gif
1436,솔게스트하우스 부산파티점,숙박/휴양,수영구,광안동,129.1187264,35.15457462,1522-2364,http://www.solguest.com/,N,Y,N,N,N,N,N,http://www.solguest.com/skin/demo/img/modal_close.png
2018,솔게스트하우스,숙박/휴양,해운대구,우동,129.1590824,35.16227582,,http://www.solguest.com/,N,Y,N,Y,N,N,N,http://www.solguest.com/skin/demo/img/modal_close.png
149,더하루펜션,숙박/휴양,기장군,기장읍,129.2104981,35.18525193,,http://www.theharubusan.kr,Y,Y,N,N,N,N,N,http://www.theharubusan.kr/assets/images/common/logo.png
2155,스테이안 게스트하우스,숙박/휴양,해운대구,재송동,129.1212318,35.18765593,051-781-5100,http://www.thestayan.com/,N,Y,N,N,N,N,N,http://www.thestayan.com/img/common/logo.gif
134,타이드어웨이풀빌라,숙박/휴양,기장군,기장읍,129.2085278,35.18217092,,http://www.tideaway.co.kr/,Y,Y,N,N,N,N,N,http://www.tideaway.co.kr/images/logo.png
1806,타워힐 호텔,숙박/휴양,중구,동광동3가,129.0343481,35.10113477,051-250-6100,http://www.towerhill.co.kr/,Y,Y,N,Y,N,Y,N,http://www.towerhill.co.kr/TowerhillHotel_common/images/homepage/KOR/main/m_index_visual01.jpg
1808,타워힐호텔,숙박/휴양,중구,동광동3가,129.0342849,35.10112619,051-250-6100,http://www.towerhill.co.kr/,Y,Y,N,Y,N,Y,N,http://www.towerhill.co.kr/TowerhillHotel_common/images/homepage/KOR/main/m_index_visual01.jpg
467,토요코인 부산역1,숙박/휴양,동구,초량동,129.0407606,35.11415906,051-466-1045,http://www.toyoko-inn.co.kr,Y,Y,N,N,N,Y,N,http://www.toyoko-inn.co.kr/ft_item/1393d814b8.png
1786,토요코인호텔,숙박/휴양,중구,대창동1가,129.0366463,35.10902456,051-442-1045,http://www.toyoko-inn.kr/,Y,Y,N,N,N,Y,N,http://www.toyoko-inn.kr/img/eng/common/com_logo01.png
2257,토요코인호텔 해운대2,숙박/휴양,해운대구,중동,129.1573545,35.15950695,051-741-1045,http://www.toyoko-inn.kr,Y,Y,N,N,N,N,N,http://www.toyoko-inn.kr/img/eng/common/com_logo01.png
156,백용펜션,숙박/휴양,기장군,기장읍,129.2099886,35.18474468,051-722-5879,http://www.xn--3h3bm5q.com/,Y,Y,N,N,N,N,N,http://www.xn--3h3bm5q.com/web_images/by_logo.png
1990,브룩스호텔,숙박/휴양,해운대구,송정동,129.2047388,35.18113214,051-703-5771,http://www.송정브룩스호텔.kr,Y,Y,N,N,N,Y,N,http://www.xn--3s2bz7gupdx3a67p41on7h.kr/theme/IDEN02/img/call_png.png
227,일광펜션,숙박/휴양,기장군,일광면,129.2612869,35.31267275,,http://www.일광펜션.kr,Y,Y,N,N,N,N,N,http://www.xn--hc0bo89ayoe13n.kr/theme/yr_int01/img/main/mvis/mtxt_img.png
345,안드레연수원,숙박/휴양,동구,범일동,129.0593022,35.13091171,070-4441-8677,http://www.xn--hy1b53dy9p.kr/,Y,Y,N,Y,N,Y,N,http://www.xn--hy1b53dy9p.kr/images/m/m_logo.svg
1910,송정 스테이모어펜션,숙박/휴양,해운대구,송정동,129.1962516,35.17372203,,http://www.xn--o39at6k10mzgfwncew0aj6c.kr/,Y,Y,N,N,N,N,N,http://www.xn--o39at6k10mzgfwncew0aj6c.kr/data/widget/img/intro/bn01.png
1900,스테이모어빌리지펜션,숙박/휴양,해운대구,송정동,129.1963971,35.17347061,,http://www.스테이모어빌리지펜션.kr,N,Y,N,N,N,N,N,http://www.xn--oy2b1rm1gg3dl0bp3htrds8fwnvlof.kr/theme/yr_int01/img/main/mvis/mtxt_img.png
1894,송정아토펜션,숙박/휴양,해운대구,송정동,129.2053194,35.1835851,,http://www.xn--sk4b7el1inwdb3qd1c.kr/,Y,Y,N,N,N,Y,N,http://www.xn--sk4b7el1inwdb3qd1c.kr/data/editor/2402/39efaa70980013c1a1933c28389442ff_1708405872_1485.jpg
2146,해운대청소년수련관,숙박/휴양,해운대구,재송동,129.127072,35.19216733,051-780-1800,http://www.ymcahy.or.kr,Y,Y,N,Y,N,Y,N,http://www.ymcahy.or.kr/data/editor/2408/28e584e27391050fb07800d082454e16_1722481299_4.jpg
161,송정로뎀나무펜션,숙박/휴양,기장군,기장읍,129.2095295,35.18485999,,http://www.로뎀나무펜션.kr/,Y,Y,N,N,N,N,N,http://www.로뎀나무펜션.kr/img/comm/top_logo.png
2210,삼삼오오펜션,숙박/휴양,해운대구,중동,129.1715971,35.15862487,,http://www.삼삼오오.com,Y,Y,N,N,N,N,N,http://www.삼삼오오.com/sh_img/hd/r_quickmenu/r_quickmenu_02.png
2211,삼삼오오펜션,숙박/휴양,해운대구,중동,129.1716304,35.15867596,,http://www.삼삼오오.com,Y,Y,N,N,N,N,N,http://www.삼삼오오.com/sh_img/hd/r_quickmenu/r_quickmenu_02.png
2213,삼삼오오펜션,숙박/휴양,해운대구,중동,129.1716303,35.1586759,,http://www.삼삼오오.com,Y,Y,N,N,N,N,N,http://www.삼삼오오.com/sh_img/hd/r_quickmenu/r_quickmenu_02.png
176,드림하우스펜션,숙박/휴양,기장군,기장읍,129.2478811,35.24026608,,http://xn--hy1bm6guwdj4dcya50dg5lf11adpd.com/,Y,Y,N,N,N,N,N,http://xn--hy1bm6guwdj4dcya50dg5lf11adpd.com/img/logo.png
1729,힐게스트하우스&카페,숙박/휴양,중구,광복동1가,129.0339604,35.09882729,,http://남포동게스트하우스.com/,N,Y,N,Y,N,N,N,http://xn--o79ay1fb6c37va923d8rxkgczve.com/data/editor/2403/37dcd973f8030f824e7068e6c2d26f16_1711092412_0987.jpg
229,모아펜션,숙박/휴양,기장군,일광면,129.2612205,35.31252254,,http://xn--ok0bm0v08ezoe7rdfzz.kr/default/,Y,Y,N,N,N,N,N,http://xn--ok0bm0v08ezoe7rdfzz.kr/default/img/homepee/images/logo.png
225,제이스펜션&글램핑,숙박/휴양,기장군,일광면,129.2343007,35.27724586,051-714-0838,http://xn--or3bi2doop89c.net/,Y,Y,N,N,N,N,N,http://xn--or3bi2doop89c.net/img/pc_logo_220730b.png
165,오시리아인펜션,숙박/휴양,기장군,기장읍,129.2093698,35.18516607,1644-9565,http://xn--oy2bi4lh7ap5d65an8cv09a.com/,Y,Y,N,N,N,N,N,http://xn--oy2bi4lh7ap5d65an8cv09a.com/img/h_menu1.jpg
2262,해운대 영무파라드호텔,숙박/휴양,해운대구,중동,129.1664824,35.16089956,051-743-0003,http://ymparade.kr/,Y,Y,N,N,N,N,N,http://ymparade.kr/resource/image/user/btn/fixed_reser_img.jpg
55,가덕부들펜션,숙박/휴양,강서구,천성동,128.8247616,35.03166293,,http://가덕도펜션.net,Y,Y,N,N,N,N,N,http://가덕도펜션.net/img_up/shop_pds/ync32/build/option/logo1562640631621836668.png
502,플러스모텔,숙박/휴양,동구,초량동,129.0409266,35.11875401,051-462-2178,http://플러스모텔.com,Y,Y,N,N,N,Y,N,http://플러스모텔.com/inc/images/white_label/login_logo@2x.png
2236,할매탕,숙박/휴양,해운대구,중동,129.1647693,35.16306792,051-740-7010,http://할매탕.com/,Y,Y,N,Y,N,N,N,http://할매탕.com/images/temp-images/slider-var3.jpg
2071,한화리조트,숙박/휴양,해운대구,우동,129.1450164,35.15442132,051-749-5500,http://www.hanwharesort.co.kr/irsweb/resort3/resort/rs_room.do?bp_cd=0801,Y,Y,N,N,Y,Y,N,https://18db057190b78dc7.kinxzone.com/upfiles/resort/resort/153449259896366095.png
1813,호텔40계단,숙박/휴양,중구,동광동5가,129.0344244,35.10405081,,https://www.airbnb.co.kr/users/65909084/listings?user_id=65909084&s=50,N,Y,N,Y,N,N,N,https://a0.muscache.com/im/pictures/user/6a6ec709-204b-45b2-89b4-8a3cb53409a4.jpg?im_w=720
862,미호재스테이,숙박/휴양,부산진구,부전동,129.0598549,35.15693928,,https://www.airbnb.co.kr/users/336837503/listings,N,Y,N,N,N,N,N,https://a0.muscache.com/im/pictures/user/e033f57d-b52a-4d44-9bee-866767996243.jpg?im_w=720
234,알로하펜션,숙박/휴양,기장군,일광면,129.2601787,35.29389668,051-727-0005,http://alroha.kr/,Y,Y,N,N,N,N,N,https://alroha.kr/room_image/popup.jpg
326,아바니센트럴부산,숙박/휴양,남구,문현동,129.065239,35.14837957,051-791-5800,https://www.avanihotels.com/ko/central-busan,Y,Y,N,Y,N,Y,N,"https://assets.avanihotels.com/image/upload/q_auto,f_auto/media/minor/avani/best-rate.png?h=16&w=162&la=ko"
243,일광횡계민박,숙박/휴양,기장군,일광면,129.222095,35.27170254,,https://m.blog.naver.com/PostList.naver?isHttpsRedirect=true&permalink=permalink&blogId=fullmoon146&suggestAddBuddy=true,Y,Y,N,Y,N,N,N,https://blogpfthumb-phinf.pstatic.net/20160909_275/fullmoon146_1473395605926saeuK_JPEG/image.jpg?type=s1
